postal_code,long,lat
35586,-88.13874590256123,33.87659773928196
72454,-90.20791535587053,36.40111560734559
71653,-91.2574915154886,33.34108491166101
19963,-75.38155670138929,38.936077931752884
06243,-71.80244053861243,41.84522776998668
06060,-72.84569549831019,42.0070187410183
34113,-81.72777048613175,26.04866002064583
36350,-85.49032386620158,31.34917580239932
32097,-81.62968205413459,30.663791910811366
32266,-81.41176614891768,30.316448497048775
30751,-84.7375555085151,34.98213644664046
32736,-81.49498977931732,28.896707514175777
62861,-88.02854556909419,38.031958292221184
30513,-84.31977544106967,34.82419282298508
32043,-81.72968955047129,29.934813883297178
61340,-89.25010160279393,41.261201793920506
40977,-83.75929508888558,36.709561073148684
70344,-90.64971902102863,29.311927062747493
08608,-74.7678493846832,40.218961081878575
08023,-75.49758482341703,39.68740521096701
28906,-84.13327865459108,35.11872114412506
28721,-82.95104338658123,35.64797451244937
38611,-89.67165002118814,34.853143644265224
64723,-94.55862449511773,38.3633254876186
17238,-78.13095639482523,39.85813633997106
29676,-82.96064105067626,34.93318597232719
11718,-73.26387454025367,40.71885499000823
75973,-93.93294439441253,31.716517841742288
77414,-95.8808064455461,28.899628683485695
78377,-97.15781092863897,28.355588833884433
26155,-80.76550043189786,39.63217581485168
25514,-82.53014922942795,38.10066353369928
16920,-77.28830615360869,41.98208047665995
19112,-75.1697664510207,39.88989694704213
26170,-81.17231383202939,39.359632821334834
54806,-90.86913291035614,46.55085393041122
35179,-86.96694613204266,34.2685317499633
35046,-86.5450258119193,32.92282496838623
35151,-86.37209797018924,33.09298973870782
35776,-86.23836106232936,34.66140286034284
35581,-87.7132029108684,34.35854983799549
36862,-85.44179475718461,32.904370289505856
35150,-86.24166810904909,33.18526835306682
35187,-86.88580614350629,33.080528869878535
36756,-87.28016542154835,32.693478190425495
36264,-85.5386748516925,33.595001142110725
35615,-86.87414815147147,34.66398753557401
35622,-86.8978405441652,34.343428078265944
36616,-88.08152142293046,30.724536547579785
72321,-89.94463958527992,35.815923715112504
71857,-93.34527416150625,33.80571751651155
71744,-92.47810024370533,33.49270655154131
04625,-68.260477435295,44.25129472656612
66441,-96.80302317982425,38.985092130666814
47916,-87.05527253034194,39.98353284423511
21555,-78.55658397236998,39.58935388514266
20625,-76.84842442818287,38.26234474949098
02861,-71.35226849973657,41.87853201563053
41005,-84.76747598405254,39.00801876849762
49945,-88.29873004503452,47.1808197158021
48750,-83.45427042816922,44.44326868484856
49821,-87.63260189749711,45.53014750834521
65655,-92.42655082005297,36.59794736224424
63137,-90.21123099190919,38.750516799557204
63933,-90.11042635135344,36.52844583306454
02760,-71.33586634046605,41.970062744901526
08248,-74.66073646727574,39.19554518002535
38630,-90.68558278812921,34.27880758239905
39116,-89.54988550761483,31.889663292308366
02860,-71.38830048370166,41.87002303806223
65608,-92.68159099675398,36.89508231155019
65084,-92.85342741634629,38.435688287873056
64781,-93.81427163650197,37.980772906523036
63464,-92.0852078387758,39.97654436504284
64109,-94.56678116935397,39.06646705273586
63764,-89.99005953110188,37.31909932808268
63047,-90.48721901499447,38.195659670899026
03110,-71.5302747656743,42.94065746905666
03281,-71.72207976148565,43.08126203616508
03233,-71.93315991270788,43.42519696610084
07087,-74.03227387866235,40.76735678721259
07042,-74.21767712178466,40.81369157544139
07062,-74.40332509742179,40.63162412221851
14802,-77.78926461015939,42.2532596419124
11219,-73.99669108938502,40.632672122848
13343,-75.31080776584105,43.75057342425626
13619,-75.60121895269761,43.979076378137776
12751,-74.6642680346891,41.69362779000797
10021,-73.9587135000119,40.7693879531453
12814,-73.64717327743087,43.61047606225546
10044,-73.95017536523167,40.76166185031398
11213,-73.93630470168576,40.6711081721371
11424,-73.82713599039758,40.714244752793675
10005,-74.0089147023008,40.70613748467747
14727,-78.29182799168382,42.20776777744991
10984,-74.01752290406542,41.20855415504945
28365,-78.05647820546444,35.17701892116214
12450,-74.24421826349207,42.133278766503885
27317,-79.80281503300922,35.83743340402973
27562,-78.9881226876898,35.641271064239554
28748,-82.75773871794371,35.64957850049783
28025,-80.52792885529891,35.38039149780701
28441,-78.4308938656672,34.789694609513255
27893,-77.9025661716749,35.692044106438146
28101,-81.0789004653958,35.25781817403551
28337,-78.57076080371031,34.661397474700394
27201,-79.48485321772714,36.034237472832714
45103,-84.13768404506261,39.09751755405451
45820,-84.08394441452903,40.83490079729619
45701,-82.08214938361836,39.313568202176626
43759,-81.07431047872403,40.064786633644744
06053,-72.7942176743944,41.688530097183104
20010,-77.02994624366205,38.93238478236874
19733,-75.65095171989728,39.5562268565953
20427,-77.04755192399422,38.90206975787112
32134,-81.8370407072236,29.382853588572477
33056,-80.24562060990434,25.949210749788342
32583,-86.97110654619212,30.593672905746978
33145,-80.23452809477831,25.753087757882053
33183,-80.40436224242922,25.70026153673674
32079,-81.80593436076255,29.97839655537158
31568,-81.81138173751884,31.008272137962557
31535,-82.85604561328587,31.455131786331677
30802,-82.31814623661609,33.60172544634385
30275,-84.87389121134935,33.436875911445156
62966,-89.35106693857222,37.77505547735176
61320,-89.17041940575285,41.35459238391298
62848,-89.16481697882902,38.43659301629916
61524,-90.03456380130953,40.49142629474406
62829,-88.48731983668009,37.976195530085256
62334,-91.24059102300131,40.38789476213338
61467,-90.23974634454753,41.073748477619866
46555,-85.690435844534,41.32932769890178
47324,-84.8517179819693,39.74118022746842
47857,-87.09110814011848,39.52415631466326
46987,-85.76350522507038,40.56868284348835
47448,-86.24245950271523,39.17378444576145
47580,-86.76806163519751,38.356309562732996
50453,-93.65241148482563,43.36602954144641
50101,-93.63473045722097,42.66730221631386
50544,-94.17052437595797,42.25070387034915
50012,-93.64524603186176,42.027168676268445
50142,-92.77563126543498,42.006622516580485
50102,-93.40018645106709,42.24554314290343
66219,-94.77632086578262,38.952228539003926
67053,-97.34622929766803,38.246846299027666
