storm_id,usa_atcf_id,date,latitude,longitude,wind
Jose-2017,AL122017,201709151200,26.3,-69,60
Jose-2017,AL122017,201709151800,26.8,-69.9,65
Jose-2017,AL122017,201709160000,27.2,-70.7,65
Jose-2017,AL122017,201709160600,27.7,-71.4,65
Jose-2017,AL122017,201709161200,28.2,-71.8,65
Jose-2017,AL122017,201709161800,28.6,-72,65
Jose-2017,AL122017,201709170000,29.1,-72,70
Jose-2017,AL122017,201709170600,29.8,-72,75
Jose-2017,AL122017,201709171200,30.5,-71.9,80
Jose-2017,AL122017,201709171800,31.2,-71.8,80
Jose-2017,AL122017,201709180000,31.9,-71.6,80
Jose-2017,AL122017,201709180600,32.7,-71.4,75
Jose-2017,AL122017,201709181200,33.5,-71.2,70
Jose-2017,AL122017,201709181800,34.2,-71.2,65
Jose-2017,AL122017,201709190000,34.9,-71.4,65
Jose-2017,AL122017,201709190600,35.6,-71.6,65
Jose-2017,AL122017,201709191200,36.3,-71.7,60
Jose-2017,AL122017,201709191800,37,-71.5,60
Jose-2017,AL122017,201709200000,37.6,-71.2,60
Jose-2017,AL122017,201709200600,38.1,-70.8,60
Jose-2017,AL122017,201709201200,38.7,-70.2,60
Jose-2017,AL122017,201709201800,39.2,-69.4,60
Jose-2017,AL122017,201709210000,39.4,-68.5,55
Jose-2017,AL122017,201709210600,39.7,-68.1,55
Jose-2017,AL122017,201709211200,39.7,-68,55
Jose-2017,AL122017,201709211800,39.5,-68,50
Jose-2017,AL122017,201709220000,39.5,-68.2,45
Jose-2017,AL122017,201709220600,39.6,-68.6,45
Jose-2017,AL122017,201709221200,39.7,-69,40
Jose-2017,AL122017,201709221800,39.7,-69.1,40
Jose-2017,AL122017,201709230000,39.7,-69.3,35
Jose-2017,AL122017,201709230600,39.5,-69.6,35
Jose-2017,AL122017,201709231200,39.1,-69.7,30
Jose-2017,AL122017,201709231800,38.7,-69.1,30
Jose-2017,AL122017,201709240000,38.7,-68.7,25
Jose-2017,AL122017,201709240600,38.9,-68.4,25
Jose-2017,AL122017,201709241200,38.9,-68,20
Jose-2017,AL122017,201709241800,38.7,-68.2,15
Jose-2017,AL122017,201709250000,38.7,-68.7,15
Jose-2017,AL122017,201709250600,38.7,-69.2,15
Katia-2017,AL132017,201709051200,22.2,-97.2,25
Katia-2017,AL132017,201709051800,22.4,-97,30
Katia-2017,AL132017,201709060000,22.4,-96.7,30
Katia-2017,AL132017,201709060600,22.2,-96.4,35
Katia-2017,AL132017,201709061200,22,-95.8,45
Katia-2017,AL132017,201709061800,21.8,-95.2,65
Katia-2017,AL132017,201709070000,21.7,-94.9,70
Katia-2017,AL132017,201709070600,21.6,-94.6,70
Katia-2017,AL132017,201709071200,21.6,-94.6,70
Katia-2017,AL132017,201709071800,21.6,-94.6,70
Katia-2017,AL132017,201709080000,21.5,-95,75
Katia-2017,AL132017,201709080600,21.4,-95.3,80
Katia-2017,AL132017,201709081200,21.1,-95.7,85
Katia-2017,AL132017,201709081800,21.1,-96.2,90
Katia-2017,AL132017,201709090000,20.8,-96.9,70
Katia-2017,AL132017,201709090300,20.6,-97.1,65
Katia-2017,AL132017,201709090600,20.3,-97.4,35
Katia-2017,AL132017,201709091200,20.1,-97.7,30
Lee-2017,AL142017,201709141800,10.4,-23.1,25
Lee-2017,AL142017,201709150000,10.6,-24.7,30
Lee-2017,AL142017,201709150600,11.1,-26.2,30
Lee-2017,AL142017,201709151200,11.7,-27.6,30
Lee-2017,AL142017,201709151800,12.4,-29,30
Lee-2017,AL142017,201709160000,12.6,-30.5,30
Lee-2017,AL142017,201709160600,12.6,-31.9,30
Lee-2017,AL142017,201709161200,12.5,-33.1,35
Lee-2017,AL142017,201709161800,12.6,-33.9,35
Lee-2017,AL142017,201709170000,12.7,-34.6,35
Lee-2017,AL142017,201709170600,12.8,-35.4,35
Lee-2017,AL142017,201709171200,12.9,-36.2,30
Lee-2017,AL142017,201709171800,13.1,-37,30
Lee-2017,AL142017,201709180000,13.4,-37.9,30
Lee-2017,AL142017,201709180600,13.8,-39,30
Lee-2017,AL142017,201709181200,14.2,-40.2,30
Lee-2017,AL142017,201709181800,14.5,-41.5,30
Lee-2017,AL142017,201709190000,14.9,-42.6,25
Lee-2017,AL142017,201709190600,15.5,-43.3,25
Lee-2017,AL142017,201709191200,16.1,-43.8,30
Lee-2017,AL142017,201709191800,16.8,-44.4,35
Lee-2017,AL142017,201709200000,17.6,-45,40
Lee-2017,AL142017,201709200600,18.3,-45.2,35
Lee-2017,AL142017,201709201200,20.4,-44.1,30
Lee-2017,AL142017,201709201800,22,-43.9,30
Lee-2017,AL142017,201709210000,23.8,-43.9,25
Lee-2017,AL142017,201709210600,26.5,-45.3,25
Lee-2017,AL142017,201709211200,27.8,-46.5,25
Lee-2017,AL142017,201709211800,28.8,-47.5,25
Lee-2017,AL142017,201709220000,29.3,-48.3,25
Lee-2017,AL142017,201709220600,29.6,-48.7,25
Lee-2017,AL142017,201709221200,30,-48.9,25
Lee-2017,AL142017,201709221800,30.5,-49.1,30
Lee-2017,AL142017,201709230000,31.1,-49.2,35
Lee-2017,AL142017,201709230600,31.5,-49.3,35
Lee-2017,AL142017,201709231200,31.8,-49.4,40
Lee-2017,AL142017,201709231800,32,-49.8,45
Lee-2017,AL142017,201709240000,31.9,-50.1,50
Lee-2017,AL142017,201709240600,31.7,-50.2,65
Lee-2017,AL142017,201709241200,31.5,-50.1,75
Lee-2017,AL142017,201709241800,31.3,-49.8,80
Lee-2017,AL142017,201709250000,31.2,-49.6,85
Lee-2017,AL142017,201709250600,31,-49.5,80
Lee-2017,AL142017,201709251200,30.8,-49.7,80
Lee-2017,AL142017,201709251800,30.6,-50.2,75
Lee-2017,AL142017,201709260000,30.3,-51,80
Lee-2017,AL142017,201709260600,30.1,-52,85
Lee-2017,AL142017,201709261200,29.9,-53.2,90
Lee-2017,AL142017,201709261800,29.9,-54.2,95
Lee-2017,AL142017,201709270000,29.9,-55.1,95
Lee-2017,AL142017,201709270600,30.1,-56,95
Lee-2017,AL142017,201709271200,30.3,-56.6,100
Lee-2017,AL142017,201709271800,30.8,-57,100
Lee-2017,AL142017,201709280000,31.4,-57.2,95
Lee-2017,AL142017,201709280600,32.1,-57.3,90
Lee-2017,AL142017,201709281200,33,-57.2,85
Lee-2017,AL142017,201709281800,34.3,-56.6,80
Lee-2017,AL142017,201709290000,35.7,-55.5,75
Lee-2017,AL142017,201709290600,37.3,-53.8,70
Lee-2017,AL142017,201709291200,39,-51.2,65
Lee-2017,AL142017,201709291800,41,-48.2,55
Lee-2017,AL142017,201709300000,43.2,-44.5,50
Lee-2017,AL142017,201709300600,45.8,-38.9,45
Maria-2017,AL152017,201709161200,12.2,-49.7,30
Maria-2017,AL152017,201709161800,12.2,-51.7,40
Maria-2017,AL152017,201709170000,12.4,-53.1,45
Maria-2017,AL152017,201709170600,12.8,-54.4,55
Maria-2017,AL152017,201709171200,13.3,-55.7,60
Maria-2017,AL152017,201709171800,13.6,-57,65
Maria-2017,AL152017,201709180000,14,-58,75
Maria-2017,AL152017,201709180600,14.3,-59,80
Maria-2017,AL152017,201709181200,14.5,-59.7,100
Maria-2017,AL152017,201709181800,14.9,-60.4,110
Maria-2017,AL152017,201709190000,15.3,-61.1,145
Maria-2017,AL152017,201709190115,15.4,-61.3,145
Maria-2017,AL152017,201709190600,15.7,-61.9,135
Maria-2017,AL152017,201709191200,16.1,-62.7,140
Maria-2017,AL152017,201709191800,16.6,-63.5,145
Maria-2017,AL152017,201709200000,17,-64.3,150
Maria-2017,AL152017,201709200300,17.3,-64.7,150
Maria-2017,AL152017,201709200600,17.6,-65.1,140
Maria-2017,AL152017,201709201015,18,-65.9,135
Maria-2017,AL152017,201709201200,18.2,-66.2,115
Maria-2017,AL152017,201709201800,18.6,-67,95
Maria-2017,AL152017,201709210000,19,-67.6,95
Maria-2017,AL152017,201709210600,19.4,-68.2,100
Maria-2017,AL152017,201709211200,19.9,-68.8,100
Maria-2017,AL152017,201709211800,20.5,-69.5,105
Maria-2017,AL152017,201709220000,20.8,-70,110
Maria-2017,AL152017,201709220600,21.2,-70.5,110
Maria-2017,AL152017,201709221200,21.9,-70.9,110
Maria-2017,AL152017,201709221800,22.8,-71.2,110
Maria-2017,AL152017,201709230000,23.7,-71.6,105
Maria-2017,AL152017,201709230600,24.4,-71.9,100
Maria-2017,AL152017,201709231200,25.1,-72.1,100
Maria-2017,AL152017,201709231800,25.9,-72.3,100
Maria-2017,AL152017,201709240000,26.6,-72.4,100
Maria-2017,AL152017,201709240600,27.5,-72.6,95
Maria-2017,AL152017,201709241200,28.4,-72.8,95
Maria-2017,AL152017,201709241800,29.1,-72.9,90
Maria-2017,AL152017,201709250000,29.7,-72.9,85
Maria-2017,AL152017,201709250600,30.3,-72.9,75
Maria-2017,AL152017,201709251200,30.8,-73,70
Maria-2017,AL152017,201709251800,31.4,-73.1,70
Maria-2017,AL152017,201709260000,32,-73.1,70
Maria-2017,AL152017,201709260600,32.6,-73.1,65
Maria-2017,AL152017,201709261200,33.3,-73.1,65
Maria-2017,AL152017,201709261800,33.9,-73.1,65
Maria-2017,AL152017,201709270000,34.4,-73,65
Maria-2017,AL152017,201709270600,34.9,-72.9,65
Maria-2017,AL152017,201709271200,35.4,-72.8,65
Maria-2017,AL152017,201709271800,36,-72.6,65
Maria-2017,AL152017,201709280000,36.6,-72.2,65
Maria-2017,AL152017,201709280600,36.7,-71.3,60
Maria-2017,AL152017,201709281200,36.8,-70,60
Maria-2017,AL152017,201709281800,36.8,-68.6,55
Maria-2017,AL152017,201709290000,36.9,-66.8,55
Maria-2017,AL152017,201709290600,37,-64.6,50
Maria-2017,AL152017,201709291200,37,-62,50
Maria-2017,AL152017,201709291800,37.4,-59,50
Maria-2017,AL152017,201709300000,38.1,-55.6,50
Maria-2017,AL152017,201709300600,39.1,-52.2,50
Maria-2017,AL152017,201709301200,40,-48.8,50
Maria-2017,AL152017,201709301800,41.2,-45.6,45
Maria-2017,AL152017,201710010000,42.2,-42.6,45
Maria-2017,AL152017,201710010600,43.4,-39.4,45
Maria-2017,AL152017,201710011200,44.9,-35.5,45
Maria-2017,AL152017,201710011800,46.5,-31,45
